job_id,num_qubits,two_qubits,depth,priority,arrival_time,num_shots
996,134,8,5,2,,91000
997,134,7,13,2,,32500
998,241,1,6,2,,64700
999,216,7,19,2,,22100
1000,132,3,19,2,,54500
1001,151,7,7,2,,53500
1002,241,6,14,2,,67800
1003,195,3,10,2,,86000
1004,224,10,17,2,,43700
1005,237,9,5,2,,10100
1006,241,10,19,2,,45700
1007,157,5,14,2,,93400
1008,170,7,18,2,,69500
1009,226,2,16,2,,37700
1010,160,3,14,2,,37900
1011,157,8,5,2,,10100
1012,191,3,19,2,,93400
1013,187,6,5,2,,13400
1014,218,3,9,2,,52700
1015,171,6,13,2,,64400
1016,217,1,20,2,,13700
1017,250,3,20,2,,90500
1018,171,2,13,2,,53400
1019,178,1,12,2,,14600
1020,199,2,6,2,,26500
1021,243,3,13,2,,81000
1022,157,3,7,2,,48700
1023,206,8,13,2,,35600
1024,221,9,19,2,,63500
1025,241,2,6,2,,86100
1026,165,4,8,2,,80200
1027,161,6,16,2,,65500
1028,151,7,14,2,,41300
1029,146,4,9,2,,69000
1030,178,1,19,2,,61600
1031,152,8,17,2,,57100
1032,184,8,18,2,,82800
1033,239,10,8,2,,99500
1034,143,3,10,2,,40900
1035,130,1,11,2,,17100
1036,143,2,12,2,,32100
1037,135,2,15,2,,97300
1038,185,1,20,2,,21400
1039,242,9,6,2,,72200
1040,199,8,6,2,,88700
1041,248,10,6,2,,71600
1042,183,4,5,2,,27900
1043,181,6,9,2,,82000
1044,190,9,14,2,,49100
1045,165,3,7,2,,44700
1046,213,10,19,2,,15300
1047,138,8,16,2,,19300
1048,174,8,18,2,,46300
1049,201,7,8,2,,24500
1050,208,10,12,2,,50900
1051,165,5,15,2,,65200
1052,148,9,17,2,,55000
1053,208,2,14,2,,37800
1054,141,3,7,2,,46900
1055,236,6,6,2,,19700
1056,237,6,5,2,,65400
1057,190,10,15,2,,42900
1058,147,10,13,2,,33300
1059,151,10,8,2,,30300
1060,244,5,10,2,,78300
1061,180,4,6,2,,37500
1062,167,10,20,2,,59600
1063,180,9,7,2,,62900
1064,133,10,17,2,,70000
1065,209,4,15,2,,47200
1066,247,3,5,2,,32200
1067,215,6,10,2,,37400
1068,167,5,20,2,,94800
1069,228,3,19,2,,26100
1070,239,6,6,2,,98100
1071,201,9,11,2,,29400
1072,146,1,17,2,,18500
1073,182,2,15,2,,83800
1074,230,4,8,2,,53600
1075,247,3,5,2,,61300
1076,182,10,9,2,,82900
1077,132,4,18,2,,28900
1078,150,5,20,2,,89100
1079,200,8,7,2,,38900
1080,168,6,14,2,,18400
1081,147,5,14,2,,15100
1082,224,6,18,2,,82400
1083,237,1,13,2,,58500
1084,145,5,6,2,,74200
1085,233,6,7,2,,12300
1086,141,7,5,2,,54900
1087,220,1,18,2,,69800
1088,180,9,20,2,,42400
1089,239,3,7,2,,45500
1090,191,10,12,2,,97300
1091,231,6,12,2,,94900
1092,143,10,5,2,,54300
1093,158,9,15,2,,81300
1094,207,2,14,2,,78800
1095,175,8,6,2,,19200
1096,217,1,6,2,,15100
1097,228,10,16,2,,88000
1098,232,4,9,2,,26100
1099,228,9,12,2,,14400
1100,225,2,8,2,,19600
1101,146,4,9,2,,60100
1102,214,8,9,2,,58800
1103,146,3,13,2,,94900
1104,182,3,10,2,,18900
1105,197,8,16,2,,39600
1106,239,5,19,2,,83400
1107,182,6,12,2,,46100
1108,191,1,15,2,,67300
1109,196,9,14,2,,47900
1110,221,8,17,2,,37800
1111,181,8,18,2,,94400
1112,220,1,10,2,,16500
1113,165,5,13,2,,70400
1114,246,8,6,2,,60700
1115,191,7,15,2,,61800
1116,217,2,8,2,,53800
1117,146,3,19,2,,14600
1118,194,6,6,2,,93600
1119,207,10,14,2,,65400
1120,136,8,17,2,,13900
1121,137,1,7,2,,61500
1122,218,3,5,2,,46200
1123,176,1,5,2,,94000
1124,232,5,14,2,,24200
1125,229,3,16,2,,68700
1126,157,10,6,2,,33200
1127,190,7,12,2,,98700
1128,182,3,7,2,,37900
1129,210,2,8,2,,13300
1130,179,3,10,2,,32400
1131,230,10,14,2,,25400
1132,208,8,9,2,,60900
1133,250,8,10,2,,96500
1134,222,5,13,2,,87000
1135,193,9,16,2,,31800
1136,191,7,19,2,,63900
1137,202,6,6,2,,95600
1138,237,2,15,2,,56800
1139,195,9,14,2,,93000
1140,248,6,19,2,,87000
1141,215,1,8,2,,61600
1142,137,8,17,2,,91400
1143,176,8,12,2,,84600
1144,189,4,17,2,,56100
1145,207,10,17,2,,41000
1146,192,8,16,2,,11300
1147,180,2,10,2,,34200
1148,179,9,20,2,,39300
1149,248,6,10,2,,78000
1150,205,9,16,2,,15500
1151,131,6,12,2,,69500
1152,220,3,11,2,,29000
1153,180,5,19,2,,55100
1154,201,10,15,2,,42200
1155,218,4,20,2,,34300
1156,203,5,12,2,,72500
1157,229,1,14,2,,36800
1158,220,9,5,2,,65200
1159,154,7,20,2,,46600
1160,184,7,13,2,,67600
1161,198,9,18,2,,42300
1162,205,2,19,2,,71800
1163,229,6,14,2,,28700
1164,209,9,8,2,,20200
1165,198,6,17,2,,64400
1166,230,3,15,2,,19100
1167,241,8,11,2,,46400
1168,178,6,16,2,,86500
1169,230,2,5,2,,95600
1170,219,8,13,2,,40900
1171,222,8,19,2,,64400
1172,225,7,7,2,,70300
1173,136,1,13,2,,31400
1174,151,2,19,2,,78400
1175,184,8,9,2,,23100
1176,235,10,6,2,,96900
1177,180,8,12,2,,89100
1178,234,1,7,2,,10900
1179,213,9,6,2,,90600
1180,149,6,8,2,,70800
1181,221,8,9,2,,37600
1182,144,6,20,2,,76200
1183,231,3,17,2,,80100
1184,231,1,19,2,,81400
1185,159,5,9,2,,64200
1186,165,10,8,2,,41200
1187,226,4,9,2,,31400
1188,150,9,17,2,,48900
1189,225,1,18,2,,88700
1190,158,10,19,2,,49100
1191,165,2,19,2,,20600
1192,164,7,7,2,,44600
1193,222,8,14,2,,82200
1194,243,8,14,2,,99200
1195,209,8,16,2,,95300
1196,156,8,14,2,,37800
1197,145,3,12,2,,70100
1198,189,3,20,2,,84000
1199,236,9,18,2,,97600
1200,218,5,12,2,,49000
1201,157,1,7,2,,55800
1202,217,8,20,2,,67900
1203,156,6,12,2,,70200
1204,139,4,6,2,,57300
1205,154,9,8,2,,45500
1206,190,9,7,2,,40500
1207,239,2,19,2,,66300
1208,180,7,14,2,,10000
1209,245,3,20,2,,67500
1210,197,4,13,2,,49800
1211,185,8,10,2,,69000
1212,245,8,11,2,,79800
1213,226,10,15,2,,75900
1214,246,2,9,2,,10300
1215,246,7,13,2,,88000
1216,207,1,6,2,,21700
1217,228,4,10,2,,50900
1218,160,4,17,2,,46800
1219,131,4,5,2,,18500
1220,222,7,19,2,,12000
1221,187,6,9,2,,26400
1222,213,9,13,2,,93700
1223,236,9,8,2,,23100
1224,135,9,20,2,,27700
1225,246,4,16,2,,44700
1226,149,6,11,2,,81300
1227,147,8,20,2,,58300
1228,153,8,17,2,,70400
1229,177,6,15,2,,98600
1230,145,10,19,2,,81500
1231,138,4,11,2,,62600
1232,202,7,12,2,,97300
1233,191,7,7,2,,67100
1234,203,9,12,2,,25900
1235,237,9,19,2,,47100
1236,195,8,19,2,,52800
1237,135,1,15,2,,53000
1238,243,7,8,2,,96400
1239,201,4,14,2,,86400
1240,195,3,20,2,,89900
1241,154,8,20,2,,65700
1242,158,7,7,2,,25300
1243,192,6,15,2,,25600
1244,160,2,6,2,,94700
1245,224,9,7,2,,68600
1246,198,1,16,2,,39900
1247,202,1,15,2,,64300
1248,183,4,10,2,,26400
1249,146,9,13,2,,61000
1250,220,2,14,2,,66200
1251,181,9,20,2,,95500
1252,151,6,15,2,,83100
1253,171,9,13,2,,39300
1254,191,9,14,2,,50100
1255,218,7,8,2,,96000
1256,167,9,15,2,,37600
1257,149,5,11,2,,45500
1258,165,3,13,2,,41200
1259,207,5,17,2,,39600
1260,215,5,18,2,,12700
1261,204,5,6,2,,66200
1262,176,3,6,2,,21000
1263,180,7,8,2,,61800
1264,164,6,5,2,,62600
1265,132,4,7,2,,86700
1266,199,7,15,2,,90500
1267,212,2,6,2,,20600
1268,230,1,9,2,,49500
1269,233,3,10,2,,42100
1270,168,4,14,2,,15800
1271,171,2,17,2,,51500
1272,198,3,10,2,,81200
1273,144,3,6,2,,72700
1274,205,5,6,2,,35300
1275,167,4,5,2,,20400
1276,187,9,15,2,,18300
1277,151,10,10,2,,28300
1278,199,4,13,2,,44500
1279,132,5,16,2,,75300
1280,130,4,6,2,,72800
1281,134,3,13,2,,25400
1282,220,10,15,2,,77000
1283,197,9,20,2,,31500
1284,183,1,10,2,,28500
1285,200,4,9,2,,81500
1286,138,8,5,2,,57900
1287,167,2,5,2,,71200
1288,161,7,8,2,,56600
1289,174,5,9,2,,53300
1290,182,8,7,2,,25300
1291,218,9,10,2,,23300
1292,187,2,15,2,,56700
1293,211,6,10,2,,72500
1294,190,5,11,2,,72800
1295,141,9,9,2,,50200
1296,201,6,5,2,,46300
1297,147,10,15,2,,13000
1298,139,6,9,2,,80800
1299,223,1,20,2,,97400
1300,161,7,5,2,,85800
1301,198,3,8,2,,75000
1302,144,9,9,2,,98100
1303,208,7,7,2,,41600
1304,193,10,5,2,,19800
1305,144,3,17,2,,93700
1306,245,10,20,2,,30100
1307,160,2,15,2,,93200
1308,206,4,6,2,,87600
1309,182,5,20,2,,89900
1310,171,9,11,2,,28500
1311,149,6,15,2,,84500
1312,131,9,15,2,,27500
1313,185,5,14,2,,76500
1314,239,5,15,2,,23800
1315,163,4,12,2,,90200
1316,215,9,13,2,,88900
1317,199,7,11,2,,76600
1318,180,6,7,2,,20200
1319,225,2,8,2,,99300
1320,246,5,18,2,,56300
1321,245,2,14,2,,33700
1322,168,5,9,2,,77500
1323,212,9,9,2,,57400
1324,189,3,14,2,,94500
1325,235,9,16,2,,67900
1326,222,7,9,2,,58200
1327,203,5,12,2,,50800
1328,131,7,19,2,,60800
1329,132,1,13,2,,86600
1330,180,5,8,2,,28200
1331,166,6,15,2,,46200
1332,205,4,18,2,,70500
1333,233,9,16,2,,84400
1334,182,4,18,2,,90600
1335,225,1,15,2,,35700
1336,175,2,15,2,,97900
1337,144,7,18,2,,14200
1338,133,4,19,2,,81200
1339,197,6,17,2,,69100
1340,178,2,18,2,,48500
1341,147,3,11,2,,62600
1342,218,4,10,2,,63500
1343,169,3,18,2,,29600
1344,205,3,9,2,,17900
1345,243,9,15,2,,28900
1346,200,7,5,2,,46600
1347,150,5,8,2,,99600
1348,196,2,20,2,,23200
1349,172,8,9,2,,86200
1350,192,3,6,2,,74700
1351,150,5,20,2,,73000
1352,169,6,6,2,,98900
1353,217,5,18,2,,35500
1354,146,3,8,2,,25100
1355,157,1,7,2,,33800
1356,225,10,20,2,,82500
1357,141,2,16,2,,55200
1358,234,3,14,2,,30200
1359,212,10,15,2,,70500
1360,248,2,5,2,,38000
1361,172,5,7,2,,29100
1362,193,2,9,2,,43700
1363,146,4,8,2,,70800
1364,174,4,7,2,,87900
1365,165,8,15,2,,83600
1366,214,3,10,2,,93800
1367,175,10,10,2,,22400
1368,132,10,15,2,,38400
1369,184,4,5,2,,85500
1370,151,5,8,2,,20400
1371,248,1,7,2,,47000
1372,244,4,19,2,,64900
1373,190,1,10,2,,31200
1374,171,1,9,2,,28600
1375,238,7,10,2,,46300
1376,133,4,16,2,,57400
1377,214,8,15,2,,53100
1378,222,10,10,2,,68300
1379,180,9,20,2,,57100
1380,140,10,18,2,,18800
1381,159,10,17,2,,75700
1382,141,4,19,2,,38800
1383,185,7,9,2,,69400
1384,244,10,16,2,,94700
1385,202,7,7,2,,58100
1386,188,3,6,2,,94900
1387,203,5,16,2,,12900
1388,198,9,19,2,,76200
1389,159,3,5,2,,65800
1390,137,7,15,2,,98200
1391,217,8,14,2,,76800
1392,179,1,14,2,,88100
1393,190,4,10,2,,95600
1394,242,3,5,2,,59300
1395,142,1,16,2,,57300
1396,236,2,20,2,,65200
1397,156,2,11,2,,98600
1398,152,10,5,2,,39800
1399,175,1,17,2,,66900
1400,131,6,20,2,,74500
1401,229,10,15,2,,28700
1402,204,2,11,2,,64700
1403,198,2,14,2,,31800
1404,234,7,13,2,,57600
1405,245,4,13,2,,66600
1406,232,7,5,2,,86500
1407,169,9,17,2,,64600
1408,215,1,8,2,,17100
1409,190,7,15,2,,46100
1410,169,4,19,2,,78700
1411,143,10,20,2,,30900
1412,143,2,12,2,,13600
1413,156,7,11,2,,79300
1414,249,4,12,2,,60600
1415,177,5,16,2,,92600
1416,223,5,19,2,,97700
1417,159,1,6,2,,88100
1418,146,7,13,2,,90300
1419,239,7,14,2,,72800
1420,196,2,13,2,,23600
1421,147,4,11,2,,81500
1422,207,1,13,2,,27100
1423,208,2,10,2,,10200
1424,205,2,10,2,,43300
1425,212,7,16,2,,76700
1426,242,10,19,2,,26800
1427,175,1,18,2,,48900
1428,233,3,9,2,,30100
1429,148,7,6,2,,89800
1430,185,3,12,2,,78500
1431,195,8,15,2,,65900
1432,239,5,16,2,,91600
1433,184,8,6,2,,86600
1434,204,3,10,2,,57900
1435,224,4,16,2,,98200
1436,174,8,9,2,,10000
1437,131,6,16,2,,79100
1438,193,7,7,2,,89300
1439,174,10,13,2,,81300
1440,163,5,9,2,,13400
1441,230,1,5,2,,80900
1442,230,8,6,2,,28000
1443,247,9,18,2,,85200
1444,171,4,20,2,,41700
1445,197,8,10,2,,88400
1446,180,4,5,2,,64600
1447,179,6,12,2,,66600
1448,150,1,18,2,,65700
1449,202,1,18,2,,84700
1450,227,4,16,2,,72300
1451,238,3,17,2,,39800
1452,162,5,14,2,,92500
1453,140,5,19,2,,69000
1454,164,6,6,2,,67800
1455,159,8,8,2,,49000
1456,201,6,16,2,,92300
1457,186,3,5,2,,46500
1458,151,2,5,2,,42200
1459,236,5,5,2,,67800
1460,242,5,5,2,,94300
1461,234,3,12,2,,12100
1462,164,1,14,2,,61100
1463,174,6,17,2,,10600
1464,237,5,7,2,,49500
1465,216,7,17,2,,54900
1466,245,9,5,2,,90500
1467,158,3,7,2,,20400
1468,154,9,7,2,,25600
1469,232,9,13,2,,31800
1470,155,5,19,2,,28200
1471,164,6,7,2,,77000
1472,166,4,11,2,,26700
1473,133,1,19,2,,91400
1474,152,8,20,2,,91100
1475,220,5,12,2,,26800
1476,234,5,17,2,,90600
1477,219,3,14,2,,81900
1478,176,10,18,2,,13300
1479,154,1,16,2,,45600
1480,237,3,20,2,,60700
1481,197,5,11,2,,62700
1482,157,2,9,2,,68100
1483,154,1,14,2,,70500
1484,204,10,10,2,,14500
1485,158,2,8,2,,49900
1486,236,1,13,2,,65300
1487,211,6,7,2,,78600
1488,141,3,10,2,,12000
1489,161,7,10,2,,96400
1490,148,7,15,2,,18800
1491,185,10,18,2,,55900
1492,236,7,12,2,,95600
1493,204,2,5,2,,19200
1494,246,7,13,2,,72400
1495,193,10,20,2,,83600
1496,178,9,16,2,,86400
1497,191,8,10,2,,66100
1498,147,1,9,2,,38300
1499,144,10,20,2,,78500
1500,207,10,16,2,,53900
1501,185,3,17,2,,72900
1502,239,2,6,2,,21200
1503,182,7,20,2,,56100
1504,190,8,17,2,,86200
1505,182,9,12,2,,12700
1506,185,4,6,2,,49900
1507,207,6,5,2,,88800
1508,242,5,16,2,,14200
1509,244,5,9,2,,17500
1510,242,2,6,2,,21400
1511,133,2,12,2,,54700
1512,237,1,16,2,,91200
1513,194,5,15,2,,78400
1514,158,7,9,2,,43300
1515,203,6,10,2,,67700
1516,215,1,9,2,,85700
1517,239,2,14,2,,89600
1518,135,10,13,2,,82100
1519,150,8,11,2,,34400
1520,183,2,8,2,,44400
1521,242,9,19,2,,54400
1522,157,1,13,2,,34900
1523,193,6,18,2,,53000
1524,240,4,15,2,,57400
1525,133,9,13,2,,40200
1526,250,3,12,2,,68200
1527,144,10,9,2,,91300
1528,226,10,5,2,,54600
1529,156,8,6,2,,57400
1530,171,3,5,2,,99500
1531,170,1,16,2,,58300
1532,244,5,20,2,,33500
1533,211,1,18,2,,11600
1534,143,6,5,2,,29900
1535,205,7,16,2,,25000
1536,217,2,19,2,,10100
1537,238,6,14,2,,57700
1538,153,1,13,2,,19700
1539,185,8,18,2,,86200
1540,220,10,15,2,,87400
1541,175,8,10,2,,63900
1542,197,10,7,2,,29600
1543,217,9,13,2,,30500
1544,171,9,19,2,,27000
1545,140,2,11,2,,42400
1546,194,7,17,2,,94100
1547,233,2,9,2,,99700
1548,197,10,14,2,,54900
1549,201,6,11,2,,60400
1550,173,10,8,2,,18900
1551,145,4,8,2,,29600
1552,203,4,13,2,,95400
1553,181,6,7,2,,73400
1554,141,3,15,2,,74200
1555,194,3,18,2,,10200
1556,233,2,7,2,,46400
1557,199,10,8,2,,80600
1558,243,8,13,2,,95100
1559,204,1,11,2,,82600
1560,147,1,8,2,,45300
1561,219,8,15,2,,13900
1562,157,1,16,2,,42200
1563,230,4,5,2,,63000
1564,161,10,17,2,,29300
1565,155,1,20,2,,25100
1566,237,8,16,2,,14900
1567,136,4,5,2,,79300
1568,171,7,15,2,,89400
1569,157,1,13,2,,77700
1570,246,3,14,2,,56900
1571,221,6,6,2,,89500
1572,137,8,17,2,,58100
1573,148,10,15,2,,51300
1574,213,6,12,2,,88700
1575,212,2,5,2,,78700
1576,144,6,7,2,,56800
1577,169,1,19,2,,40400
1578,211,3,10,2,,37700
1579,151,3,10,2,,50200
1580,179,1,18,2,,81500
1581,206,7,19,2,,55900
1582,195,10,16,2,,80200
1583,185,9,17,2,,77900
1584,202,1,11,2,,99600
1585,162,5,5,2,,80200
1586,207,6,15,2,,68000
1587,210,4,19,2,,62700
1588,172,9,5,2,,17100
1589,159,8,19,2,,16600
1590,147,10,14,2,,60200
1591,191,8,7,2,,63000
1592,138,4,9,2,,95200
1593,224,4,15,2,,17200
1594,239,2,9,2,,66500
1595,237,4,11,2,,65400
1596,142,9,10,2,,73800
1597,155,7,13,2,,10700
1598,195,7,20,2,,19900
1599,147,3,15,2,,45800
1600,187,2,12,2,,25000
1601,233,4,5,2,,38800
1602,196,9,9,2,,100000
1603,189,2,15,2,,93900
1604,183,1,7,2,,30100
1605,196,3,10,2,,78100
1606,199,9,16,2,,45200
1607,225,4,9,2,,57300
1608,236,7,6,2,,20400
1609,219,3,13,2,,38400
1610,171,9,18,2,,89500
1611,197,5,13,2,,16900
1612,200,4,19,2,,98100
1613,190,6,18,2,,14400
1614,202,10,6,2,,62800
1615,193,7,11,2,,57500
1616,190,4,19,2,,60200
1617,180,4,8,2,,37800
1618,189,1,12,2,,68200
1619,205,10,18,2,,85700
1620,242,1,18,2,,53800
1621,185,4,12,2,,36900
1622,158,6,12,2,,52900
1623,167,3,6,2,,55500
1624,143,5,16,2,,94500
1625,210,5,12,2,,17100
1626,192,8,18,2,,49400
1627,228,3,16,2,,32400
1628,171,9,5,2,,44300
1629,156,4,12,2,,41700
1630,166,6,17,2,,91000
1631,178,7,9,2,,70300
1632,238,10,18,2,,86300
1633,242,1,18,2,,90400
1634,177,7,14,2,,20500
1635,178,5,14,2,,68000
1636,216,10,15,2,,27900
1637,155,10,10,2,,11500
1638,150,1,19,2,,73800
1639,162,5,12,2,,17000
1640,154,1,20,2,,65400
1641,174,6,19,2,,98600
1642,137,4,7,2,,33400
1643,203,9,5,2,,47500
1644,172,1,12,2,,36000
1645,206,1,16,2,,58100
1646,156,1,17,2,,17300
1647,163,10,20,2,,55200
1648,148,1,14,2,,18600
1649,235,2,18,2,,74600
1650,175,3,11,2,,31100
1651,143,5,12,2,,18000
1652,220,2,7,2,,25200
1653,169,7,11,2,,94200
1654,214,4,14,2,,51800
1655,188,9,5,2,,54300
1656,236,3,13,2,,87600
1657,153,10,17,2,,47100
1658,178,5,7,2,,70900
1659,228,3,15,2,,65800
1660,213,3,7,2,,21700
1661,223,4,20,2,,71100
1662,202,10,12,2,,48200
1663,137,7,10,2,,48000
1664,226,10,5,2,,15500
1665,222,8,5,2,,94900
1666,144,9,7,2,,37800
1667,237,8,9,2,,86900
1668,205,7,9,2,,50800
1669,136,10,18,2,,90600
1670,135,1,7,2,,92400
1671,173,10,14,2,,79000
1672,134,1,10,2,,25500
1673,196,4,15,2,,30400
1674,162,6,8,2,,46500
1675,176,10,12,2,,63900
1676,146,6,7,2,,47200
1677,134,9,10,2,,36500
1678,140,2,20,2,,41300
1679,240,1,5,2,,69000
1680,155,2,10,2,,16700
1681,247,1,11,2,,14800
1682,133,3,7,2,,17400
1683,244,7,19,2,,25500
1684,237,8,13,2,,22100
1685,244,4,18,2,,45700
1686,213,9,14,2,,37100
1687,247,8,11,2,,77700
1688,239,3,6,2,,33700
1689,192,3,14,2,,20000
1690,186,6,14,2,,95200
1691,220,9,18,2,,88000
1692,173,3,7,2,,95700
1693,141,2,5,2,,52300
1694,201,3,18,2,,11300
1695,183,8,15,2,,14600
1696,208,3,8,2,,13800
1697,244,6,7,2,,90800
1698,208,2,7,2,,96600
1699,145,5,19,2,,13000
1700,202,3,15,2,,49900
1701,215,6,16,2,,92400
1702,208,3,6,2,,24400
1703,140,9,11,2,,25400
1704,199,8,16,2,,54200
1705,145,5,20,2,,57900
1706,231,7,18,2,,85000
1707,172,1,20,2,,42600
1708,212,3,8,2,,40300
1709,236,2,15,2,,78900
1710,139,6,5,2,,48300
1711,159,9,12,2,,26000
1712,190,10,12,2,,14400
1713,200,9,16,2,,85300
1714,173,1,19,2,,62000
1715,230,3,10,2,,26200
1716,233,6,17,2,,68900
1717,178,6,8,2,,16400
1718,183,6,16,2,,95200
1719,228,3,16,2,,10300
1720,173,5,20,2,,79600
1721,224,1,8,2,,65500
1722,185,7,10,2,,17500
1723,225,2,20,2,,92200
1724,238,9,20,2,,51900
1725,233,10,6,2,,89100
1726,183,8,17,2,,46600
1727,154,4,18,2,,36600
1728,200,7,13,2,,90000
1729,231,7,15,2,,65000
1730,173,4,8,2,,55200
1731,137,3,9,2,,51700
1732,138,7,9,2,,87800
1733,166,2,9,2,,47800
1734,203,5,16,2,,36000
1735,186,6,13,2,,76500
1736,171,2,12,2,,69800
1737,169,1,20,2,,61700
1738,136,1,15,2,,87800
1739,232,1,13,2,,99800
1740,132,4,16,2,,65700
1741,149,6,8,2,,59100
1742,157,10,7,2,,40000
1743,164,3,18,2,,83100
1744,163,10,20,2,,28300
1745,130,5,6,2,,95000
1746,210,2,8,2,,18800
1747,132,6,6,2,,76400
1748,184,8,7,2,,77300
1749,191,7,16,2,,40900
1750,150,3,5,2,,64800
1751,130,8,12,2,,43400
1752,193,3,9,2,,86900
1753,157,1,7,2,,76200
1754,183,7,7,2,,92400
1755,137,8,19,2,,63500
1756,171,9,7,2,,21400
1757,248,7,13,2,,81300
1758,244,9,5,2,,48500
1759,165,5,9,2,,70500
1760,212,5,14,2,,15800
1761,224,8,18,2,,75500
1762,182,8,17,2,,39800
1763,250,9,17,2,,94400
1764,167,7,16,2,,18600
1765,186,2,5,2,,41300
1766,189,1,12,2,,72800
1767,215,6,16,2,,79400
1768,200,8,7,2,,67200
1769,151,4,14,2,,55600
1770,190,10,14,2,,29500
1771,147,8,18,2,,51700
1772,242,6,12,2,,67200
1773,241,1,19,2,,95500
1774,236,1,17,2,,71700
1775,166,1,19,2,,14600
1776,184,6,7,2,,63700
1777,183,1,14,2,,26700
1778,196,5,15,2,,33100
1779,243,9,5,2,,61700
1780,201,8,6,2,,55300
1781,184,10,5,2,,39300
1782,146,3,10,2,,47700
1783,203,9,18,2,,20600
1784,155,1,7,2,,22900
1785,234,8,10,2,,76100
1786,213,6,15,2,,28700
1787,134,10,18,2,,72000
1788,148,7,8,2,,81700
1789,190,9,7,2,,35800
1790,191,3,6,2,,12700
1791,225,9,15,2,,89500
1792,209,6,5,2,,71700
1793,148,8,7,2,,12700
1794,225,2,14,2,,33600
1795,178,5,5,2,,98200
1796,189,6,15,2,,56500
1797,248,1,6,2,,22900
1798,244,1,7,2,,96200
1799,171,1,9,2,,70000
1800,170,6,15,2,,43800
1801,166,1,20,2,,80100
1802,173,2,10,2,,47200
1803,167,9,9,2,,71200
1804,192,10,18,2,,73900
1805,186,6,15,2,,60000
1806,148,2,20,2,,76000
1807,188,6,13,2,,49400
1808,167,5,7,2,,71400
1809,197,8,17,2,,34400
1810,179,8,12,2,,40500
1811,249,2,8,2,,67100
1812,142,2,15,2,,68500
1813,234,8,6,2,,90700
1814,204,3,10,2,,27000
1815,237,9,7,2,,12900
1816,181,2,13,2,,47300
1817,144,9,13,2,,54700
1818,204,3,5,2,,89800
1819,226,4,16,2,,12400
1820,141,7,8,2,,35200
1821,154,6,10,2,,20900
1822,140,3,10,2,,90900
1823,158,3,7,2,,50300
1824,203,3,14,2,,42800
1825,144,9,19,2,,44100
1826,236,8,9,2,,53900
1827,208,3,14,2,,66800
1828,226,2,8,2,,72100
1829,186,7,9,2,,80600
1830,137,10,14,2,,73800
1831,224,9,13,2,,28400
1832,236,1,8,2,,64400
1833,163,5,14,2,,24700
1834,142,9,11,2,,92400
1835,214,8,15,2,,88200
1836,204,3,9,2,,22500
1837,166,7,7,2,,66900
1838,194,5,14,2,,44300
1839,225,1,16,2,,32100
1840,181,3,18,2,,16300
1841,246,7,11,2,,26900
1842,138,10,12,2,,71800
1843,173,6,11,2,,83800
1844,161,8,19,2,,89000
1845,223,9,16,2,,47300
1846,164,7,20,2,,20100
1847,197,8,14,2,,23700
1848,155,6,9,2,,50700
1849,166,7,18,2,,31000
1850,159,4,10,2,,66200
1851,164,10,13,2,,32700
1852,157,8,5,2,,20600
1853,187,5,7,2,,48400
1854,169,2,10,2,,92300
1855,249,5,14,2,,22900
1856,221,2,9,2,,16900
1857,138,7,9,2,,43400
1858,220,1,14,2,,29000
1859,204,4,19,2,,52700
1860,206,9,14,2,,88600
1861,174,1,20,2,,62700
1862,187,5,14,2,,97400
1863,188,1,9,2,,24300
1864,163,9,7,2,,73400
1865,205,2,13,2,,15400
1866,202,6,20,2,,100000
1867,149,6,19,2,,48400
1868,136,10,14,2,,17000
1869,162,7,16,2,,41100
1870,191,10,15,2,,89400
1871,203,3,15,2,,88400
1872,203,7,12,2,,86300
1873,216,9,14,2,,13300
1874,206,7,10,2,,84900
1875,138,7,20,2,,91000
1876,157,8,15,2,,29900
1877,201,4,15,2,,93500
1878,244,10,16,2,,29600
1879,204,9,6,2,,11600
1880,232,2,9,2,,32700
1881,157,10,8,2,,45300
1882,229,6,11,2,,60300
1883,233,10,14,2,,41100
1884,242,10,10,2,,79700
1885,133,2,13,2,,57400
1886,142,1,20,2,,88700
1887,143,9,16,2,,60400
1888,170,7,18,2,,75800
1889,244,7,12,2,,39600
1890,212,10,18,2,,34800
1891,152,8,12,2,,19200
1892,133,9,16,2,,16000
1893,196,6,20,2,,90800
1894,185,8,7,2,,95700
1895,155,7,11,2,,31900
1896,180,3,20,2,,80200
1897,235,5,9,2,,52700
1898,232,7,14,2,,87900
1899,245,9,16,2,,84300
1900,201,7,19,2,,59900
1901,250,6,16,2,,38400
1902,162,10,18,2,,69600
1903,136,9,5,2,,96600
1904,190,5,6,2,,13700
1905,136,9,16,2,,25000
1906,242,4,7,2,,28300
1907,180,1,12,2,,88600
1908,222,6,6,2,,59000
1909,227,5,5,2,,89600
1910,182,3,19,2,,52600
1911,152,4,5,2,,51600
1912,159,9,14,2,,69200
1913,151,8,13,2,,84700
1914,202,3,20,2,,61300
1915,192,6,15,2,,80800
1916,240,9,6,2,,88100
1917,203,7,20,2,,97200
1918,219,4,13,2,,31000
1919,184,9,12,2,,60400
1920,233,1,18,2,,76500
1921,214,7,8,2,,46900
1922,205,6,10,2,,10100
1923,141,8,13,2,,29200
1924,166,7,7,2,,61100
1925,172,9,20,2,,87000
1926,247,1,12,2,,49200
